customer_id,company_name,industry,region,employee_count,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_total,products_owned,crosssell_opportunity_score,relationship_manager
SME0221,Company 221 Ltd,Professional Services,East,50,Loyal Customers,130,15,62885.0,3,3,3,3.0,6,0.43,RM005
SME0222,Company 222 Ltd,Professional Services,North,5,Champions,50,23,967484.0,5,4,4,4.333333333333333,7,0.0,RM010
SME0223,Company 223 Ltd,Retail,East,100,Loyal Customers,116,16,114579.0,3,3,3,3.0,5,0.86,RM017
SME0224,Company 224 Ltd,Manufacturing,Central,50,Lost,610,1,572.0,1,1,1,1.0,1,0.86,RM012
SME0225,Company 225 Ltd,Manufacturing,East,50,Can't Lose Them,202,19,248958.0,2,4,4,3.3333333333333335,7,0.0,RM016
SME0226,Company 226 Ltd,Manufacturing,South,5,Loyal Customers,159,13,104081.0,3,3,3,3.0,6,0.43,RM003
SME0227,Company 227 Ltd,Food & Beverage,North,10,Lost,365,3,7382.0,1,1,2,1.3333333333333333,2,0.95,RM009
SME0228,Company 228 Ltd,Manufacturing,South,10,Champions,66,37,2381731.0,4,4,5,4.333333333333333,7,0.0,RM015
SME0229,Company 229 Ltd,Food & Beverage,South,25,Loyal Customers,147,17,117202.0,3,4,3,3.3333333333333335,7,0.0,RM005
SME0230,Company 230 Ltd,Professional Services,Central,5,Champions,56,59,3366255.0,4,5,5,4.666666666666667,7,0.0,RM013
SME0231,Company 231 Ltd,Construction,North,200,Champions,11,28,1768770.0,5,4,5,4.666666666666667,7,0.0,RM014
SME0232,Company 232 Ltd,Healthcare,North,25,Lost,224,7,40877.0,2,2,2,2.0,3,1.14,RM020
SME0233,Company 233 Ltd,Professional Services,North,10,At Risk,121,8,78271.0,3,2,3,2.6666666666666665,5,0.76,RM015
SME0234,Company 234 Ltd,Healthcare,North,25,Lost,476,1,1732.0,1,1,1,1.0,1,0.86,RM016
SME0235,Company 235 Ltd,Retail,North,25,Lost,203,6,60257.0,2,2,2,2.0,4,0.86,RM013
SME0236,Company 236 Ltd,Professional Services,Central,50,Can't Lose Them,197,10,38717.0,2,3,2,2.3333333333333335,7,0.0,RM017
SME0237,Company 237 Ltd,Manufacturing,East,25,Champions,60,18,187331.0,4,4,4,4.0,7,0.0,RM008
SME0238,Company 238 Ltd,Retail,South,100,Loyal Customers,102,12,130362.0,4,3,3,3.3333333333333335,6,0.48,RM002
SME0239,Company 239 Ltd,Professional Services,North,25,Lost,654,1,4319.0,1,1,1,1.0,1,0.86,RM005
SME0240,Company 240 Ltd,Retail,East,500,Lost,546,2,2336.0,1,1,1,1.0,2,0.71,RM006
SME0241,Company 241 Ltd,Food & Beverage,East,100,Potential Loyalists,110,12,62205.0,4,3,2,3.0,7,0.0,RM012
SME0242,Company 242 Ltd,Food & Beverage,South,10,Champions,17,96,41848731.0,5,5,5,5.0,7,0.0,RM018
SME0243,Company 243 Ltd,Food & Beverage,Central,200,Lost,577,2,5201.0,1,1,2,1.3333333333333333,2,0.95,RM001
SME0244,Company 244 Ltd,Manufacturing,West,5,Champions,86,43,1425442.0,4,5,4,4.333333333333333,7,0.0,RM017
SME0245,Company 245 Ltd,Retail,West,100,Champions,19,68,11213656.0,5,5,5,5.0,7,0.0,RM011
SME0246,Company 246 Ltd,Food & Beverage,East,25,Loyal Customers,144,17,156619.0,3,4,4,3.6666666666666665,7,0.0,RM010
SME0247,Company 247 Ltd,Healthcare,South,100,Lost,321,1,2641.0,2,1,1,1.3333333333333333,1,1.14,RM019
SME0248,Company 248 Ltd,Food & Beverage,West,100,Loyal Customers,107,13,186395.0,4,3,4,3.6666666666666665,5,1.05,RM014
SME0249,Company 249 Ltd,Food & Beverage,East,100,Lost,288,2,4246.0,2,1,1,1.3333333333333333,2,0.95,RM010
SME0250,Company 250 Ltd,Construction,Central,50,Champions,84,35,1427865.0,4,4,4,4.0,7,0.0,RM015
SME0251,Company 251 Ltd,Manufacturing,West,10,Lost,390,3,6702.0,1,1,2,1.3333333333333333,3,0.76,RM019
SME0252,Company 252 Ltd,Manufacturing,East,5,Lost,536,2,5839.0,1,1,2,1.3333333333333333,2,0.95,RM004
SME0253,Company 253 Ltd,Construction,East,25,At Risk,141,7,79737.0,3,2,3,2.6666666666666665,6,0.38,RM002
SME0254,Company 254 Ltd,Manufacturing,North,10,At Risk,171,2,5803.0,3,1,2,2.0,1,1.71,RM009
SME0255,Company 255 Ltd,Retail,Central,50,Lost,188,4,6702.0,2,2,2,2.0,2,1.43,RM010
SME0256,Company 256 Ltd,Professional Services,North,10,Potential Loyalists,60,14,41887.0,4,3,2,3.0,5,0.86,RM011
SME0257,Company 257 Ltd,Food & Beverage,South,200,Champions,45,23,864277.0,5,4,4,4.333333333333333,6,0.62,RM014
SME0258,Company 258 Ltd,Professional Services,North,50,Loyal Customers,137,16,78187.0,3,3,3,3.0,7,0.0,RM007
SME0259,Company 259 Ltd,Professional Services,North,100,Champions,17,54,1134398.0,5,5,4,4.666666666666667,7,0.0,RM015
SME0260,Company 260 Ltd,Retail,West,5,Champions,33,48,915203.0,5,5,4,4.666666666666667,7,0.0,RM019
SME0261,Company 261 Ltd,Professional Services,East,100,Champions,56,43,901576.0,4,5,4,4.333333333333333,7,0.0,RM015
SME0262,Company 262 Ltd,Food & Beverage,Central,200,Champions,51,37,2067251.0,5,4,5,4.666666666666667,7,0.0,RM008
SME0263,Company 263 Ltd,Retail,North,25,Lost,240,4,5547.0,2,2,2,2.0,3,1.14,RM011
SME0264,Company 264 Ltd,Healthcare,Central,50,Lost,635,1,1288.0,1,1,1,1.0,1,0.86,RM009
SME0265,Company 265 Ltd,Food & Beverage,North,50,Loyal Customers,147,16,153134.0,3,3,4,3.3333333333333335,7,0.0,RM015
SME0266,Company 266 Ltd,Professional Services,South,10,Loyal Customers,125,16,186908.0,3,3,4,3.3333333333333335,7,0.0,RM001
SME0267,Company 267 Ltd,Professional Services,North,25,Champions,72,26,1382195.0,4,4,4,4.0,6,0.57,RM001
SME0268,Company 268 Ltd,Professional Services,West,25,Champions,66,38,2131194.0,4,5,5,4.666666666666667,7,0.0,RM019
SME0269,Company 269 Ltd,Manufacturing,East,5,Lost,675,2,1011.0,1,1,1,1.0,2,0.71,RM003
SME0270,Company 270 Ltd,Manufacturing,South,25,Champions,57,33,797712.0,4,4,4,4.0,7,0.0,RM010
SME0271,Company 271 Ltd,Construction,North,5,Champions,13,38,1125728.0,5,5,4,4.666666666666667,7,0.0,RM008
SME0272,Company 272 Ltd,Construction,Central,5,Lost,582,3,5366.0,1,1,2,1.3333333333333333,2,0.95,RM015
SME0273,Company 273 Ltd,Construction,South,5,Champions,71,24,1455930.0,4,4,4,4.0,7,0.0,RM010
SME0274,Company 274 Ltd,Food & Beverage,South,200,Lost,251,3,7260.0,2,1,2,1.6666666666666667,3,0.95,RM001
SME0275,Company 275 Ltd,Healthcare,North,25,Lost,375,4,10112.0,1,2,2,1.6666666666666667,4,0.71,RM018
SME0276,Company 276 Ltd,Healthcare,South,200,Lost,238,1,3034.0,2,1,1,1.3333333333333333,1,1.14,RM002
SME0277,Company 277 Ltd,Construction,Central,25,Champions,25,28,1923336.0,5,4,5,4.666666666666667,6,0.67,RM019
SME0278,Company 278 Ltd,Professional Services,South,10,Champions,19,91,25756718.0,5,5,5,5.0,7,0.0,RM013
SME0279,Company 279 Ltd,Professional Services,Central,25,Lost,275,2,4594.0,2,1,1,1.3333333333333333,2,0.95,RM001
SME0280,Company 280 Ltd,Construction,North,25,Loyal Customers,173,15,221482.0,3,3,4,3.3333333333333335,6,0.48,RM002
SME0281,Company 281 Ltd,Food & Beverage,East,5,Champions,30,43,2637186.0,5,5,5,5.0,7,0.0,RM016
SME0282,Company 282 Ltd,Manufacturing,South,50,Champions,44,29,1407788.0,5,4,4,4.333333333333333,7,0.0,RM015
SME0283,Company 283 Ltd,Manufacturing,East,10,Lost,370,3,2731.0,1,1,1,1.0,2,0.71,RM013
SME0284,Company 284 Ltd,Retail,Central,50,Champions,70,16,217334.0,4,4,4,4.0,6,0.57,RM016
SME0285,Company 285 Ltd,Professional Services,South,50,Lost,212,2,1045.0,2,1,1,1.3333333333333333,2,0.95,RM017
SME0286,Company 286 Ltd,Retail,West,10,Can't Lose Them,215,17,203350.0,2,4,4,3.3333333333333335,7,0.0,RM007
SME0287,Company 287 Ltd,Healthcare,East,5,Lost,293,4,5432.0,2,2,2,2.0,3,1.14,RM017
SME0288,Company 288 Ltd,Healthcare,South,50,Champions,26,48,1276329.0,5,5,4,4.666666666666667,7,0.0,RM007
SME0289,Company 289 Ltd,Manufacturing,East,25,Lost,201,7,35998.0,2,2,2,2.0,3,1.14,RM013
SME0290,Company 290 Ltd,Professional Services,South,5,Lost,582,4,4843.0,1,2,1,1.3333333333333333,3,0.76,RM005
SME0291,Company 291 Ltd,Retail,North,500,Champions,62,52,861758.0,4,5,4,4.333333333333333,7,0.0,RM017
SME0292,Company 292 Ltd,Retail,East,5,Lost,480,2,1844.0,1,1,1,1.0,2,0.71,RM003
SME0293,Company 293 Ltd,Construction,West,50,Champions,44,69,34122816.0,5,5,5,5.0,7,0.0,RM007
SME0294,Company 294 Ltd,Manufacturing,West,500,Lost,569,1,411.0,1,1,1,1.0,1,0.86,RM017
SME0295,Company 295 Ltd,Retail,Central,10,Lost,214,4,7170.0,2,2,2,2.0,4,0.86,RM007
SME0296,Company 296 Ltd,Healthcare,South,5,Lost,419,4,4002.0,1,2,1,1.3333333333333333,4,0.57,RM001
SME0297,Company 297 Ltd,Construction,East,5,Hibernating,308,8,88583.0,2,2,3,2.3333333333333335,4,1.0,RM017
SME0298,Company 298 Ltd,Retail,Central,10,Lost,345,4,2361.0,1,2,1,1.3333333333333333,3,0.76,RM017
SME0299,Company 299 Ltd,Professional Services,East,5,Lost,437,1,2113.0,1,1,1,1.0,1,0.86,RM011
SME0300,Company 300 Ltd,Retail,South,50,At Risk,127,3,3247.0,3,1,1,1.6666666666666667,3,0.95,RM003
SME0301,Company 301 Ltd,Retail,West,5,Can't Lose Them,201,13,55310.0,2,3,2,2.3333333333333335,7,0.0,RM015
SME0302,Company 302 Ltd,Healthcare,North,25,Champions,54,52,2913870.0,4,5,5,4.666666666666667,7,0.0,RM011
SME0303,Company 303 Ltd,Healthcare,West,500,Loyal Customers,171,17,261657.0,3,4,4,3.6666666666666665,7,0.0,RM016
SME0304,Company 304 Ltd,Professional Services,Central,100,Champions,109,17,185408.0,4,4,4,4.0,7,0.0,RM009
SME0305,Company 305 Ltd,Professional Services,North,50,Champions,56,43,2613559.0,4,5,5,4.666666666666667,7,0.0,RM001
SME0306,Company 306 Ltd,Food & Beverage,Central,10,Champions,58,39,1693100.0,4,5,5,4.666666666666667,7,0.0,RM016
SME0307,Company 307 Ltd,Healthcare,South,50,Lost,498,1,2173.0,1,1,1,1.0,1,0.86,RM009
SME0308,Company 308 Ltd,Manufacturing,North,25,Loyal Customers,125,18,81893.0,3,4,3,3.3333333333333335,6,0.48,RM019
SME0309,Company 309 Ltd,Construction,Central,25,Lost,671,1,768.0,1,1,1,1.0,1,0.86,RM012
SME0310,Company 310 Ltd,Manufacturing,South,5,Lost,405,4,5281.0,1,2,2,1.6666666666666667,3,0.95,RM019
SME0311,Company 311 Ltd,Healthcare,West,100,Champions,52,29,1943898.0,5,4,5,4.666666666666667,6,0.67,RM009
SME0312,Company 312 Ltd,Retail,South,25,Champions,51,23,1405550.0,5,4,4,4.333333333333333,7,0.0,RM007
SME0313,Company 313 Ltd,Retail,East,10,Loyal Customers,168,17,101411.0,3,4,3,3.3333333333333335,6,0.48,RM014
SME0314,Company 314 Ltd,Food & Beverage,South,25,Loyal Customers,91,15,141442.0,4,3,4,3.6666666666666665,6,0.52,RM019
SME0315,Company 315 Ltd,Construction,South,25,Champions,42,40,2361085.0,5,5,5,5.0,7,0.0,RM019
SME0316,Company 316 Ltd,Professional Services,East,100,Can't Lose Them,193,17,265663.0,2,4,4,3.3333333333333335,7,0.0,RM002
SME0317,Company 317 Ltd,Healthcare,Central,50,Hibernating,230,7,92722.0,2,2,3,2.3333333333333335,4,1.0,RM009
SME0318,Company 318 Ltd,Retail,Central,50,Champions,5,67,13917695.0,5,5,5,5.0,7,0.0,RM013
SME0319,Company 319 Ltd,Retail,South,5,At Risk,177,8,41694.0,3,2,2,2.3333333333333335,5,0.67,RM015
SME0320,Company 320 Ltd,Manufacturing,East,25,Lost,594,1,1853.0,1,1,1,1.0,1,0.86,RM003
SME0321,Company 321 Ltd,Healthcare,East,25,Champions,30,54,2095627.0,5,5,5,5.0,7,0.0,RM011
SME0322,Company 322 Ltd,Professional Services,West,5,Lost,244,1,484.0,2,1,1,1.3333333333333333,1,1.14,RM014
SME0323,Company 323 Ltd,Professional Services,Central,10,New Customers,95,8,103290.0,4,2,3,3.0,5,0.86,RM008
SME0324,Company 324 Ltd,Manufacturing,North,50,Lost,216,4,4079.0,2,2,1,1.6666666666666667,3,0.95,RM018
SME0325,Company 325 Ltd,Food & Beverage,Central,5,Champions,63,38,2719918.0,4,5,5,4.666666666666667,6,0.67,RM019
SME0326,Company 326 Ltd,Professional Services,Central,25,Champions,29,50,1173098.0,5,5,4,4.666666666666667,7,0.0,RM016
SME0327,Company 327 Ltd,Professional Services,West,10,Lost,503,2,2769.0,1,1,1,1.0,2,0.71,RM002
SME0328,Company 328 Ltd,Professional Services,North,5,Potential Loyalists,165,10,45449.0,3,3,2,2.6666666666666665,5,0.76,RM008
SME0329,Company 329 Ltd,Healthcare,West,10,Loyal Customers,124,17,135118.0,3,4,3,3.3333333333333335,6,0.48,RM006
SME0330,Company 330 Ltd,Manufacturing,North,200,Champions,23,54,3962002.0,5,5,5,5.0,7,0.0,RM012
SME0331,Company 331 Ltd,Manufacturing,South,100,Champions,13,95,20823452.0,5,5,5,5.0,7,0.0,RM015
SME0332,Company 332 Ltd,Construction,North,200,Lost,558,2,2885.0,1,1,1,1.0,2,0.71,RM008
SME0333,Company 333 Ltd,Retail,West,25,Lost,393,2,5547.0,1,1,2,1.3333333333333333,2,0.95,RM004
SME0334,Company 334 Ltd,Retail,Central,5,Champions,7,74,8170230.0,5,5,5,5.0,7,0.0,RM015
SME0335,Company 335 Ltd,Retail,North,25,Potential Loyalists,148,13,47232.0,3,3,2,2.6666666666666665,5,0.76,RM020
SME0336,Company 336 Ltd,Retail,North,25,Lost,445,2,1605.0,1,1,1,1.0,1,0.86,RM017
SME0337,Company 337 Ltd,Construction,East,100,Lost,246,2,1950.0,2,1,1,1.3333333333333333,1,1.14,RM013
SME0338,Company 338 Ltd,Professional Services,Central,5,At Risk,174,6,63543.0,3,2,3,2.6666666666666665,4,1.14,RM018
SME0339,Company 339 Ltd,Healthcare,South,25,Loyal Customers,152,12,77156.0,3,3,3,3.0,6,0.43,RM002
SME0340,Company 340 Ltd,Retail,West,10,Loyal Customers,95,10,127823.0,4,3,3,3.3333333333333335,6,0.48,RM013
SME0341,Company 341 Ltd,Healthcare,South,10,Loyal Customers,173,14,179613.0,3,3,4,3.3333333333333335,6,0.48,RM013
SME0342,Company 342 Ltd,Healthcare,Central,50,Champions,39,30,705934.0,5,4,4,4.333333333333333,7,0.0,RM015
SME0343,Company 343 Ltd,Retail,North,25,Loyal Customers,152,17,62726.0,3,4,3,3.3333333333333335,6,0.48,RM020
SME0344,Company 344 Ltd,Healthcare,North,25,Can't Lose Them,186,14,89779.0,2,3,3,2.6666666666666665,5,0.76,RM010
SME0345,Company 345 Ltd,Manufacturing,Central,25,Champions,111,38,813083.0,4,5,4,4.333333333333333,7,0.0,RM003
SME0346,Company 346 Ltd,Professional Services,North,25,At Risk,175,3,5525.0,3,1,2,2.0,2,1.43,RM019
SME0347,Company 347 Ltd,Professional Services,North,50,Champions,71,21,1391239.0,4,4,4,4.0,7,0.0,RM003
SME0348,Company 348 Ltd,Retail,North,100,Lost,249,1,1421.0,2,1,1,1.3333333333333333,1,1.14,RM014
SME0349,Company 349 Ltd,Manufacturing,West,200,Champions,79,34,1629270.0,4,4,5,4.333333333333333,7,0.0,RM008
SME0350,Company 350 Ltd,Professional Services,West,50,Champions,14,29,1215884.0,5,4,4,4.333333333333333,7,0.0,RM004
SME0351,Company 351 Ltd,Healthcare,East,10,Champions,53,32,1652468.0,4,4,5,4.333333333333333,7,0.0,RM020
SME0352,Company 352 Ltd,Construction,South,50,Champions,48,25,1056868.0,5,4,4,4.333333333333333,7,0.0,RM011
SME0353,Company 353 Ltd,Professional Services,Central,25,Lost,343,3,4980.0,1,1,1,1.0,3,0.57,RM011
SME0354,Company 354 Ltd,Retail,Central,10,Champions,28,71,33603398.0,5,5,5,5.0,7,0.0,RM011
SME0355,Company 355 Ltd,Retail,Central,100,Champions,15,115,10505526.0,5,5,5,5.0,7,0.0,RM002
SME0356,Company 356 Ltd,Professional Services,East,5,Can't Lose Them,232,10,113954.0,2,3,3,2.6666666666666665,5,0.76,RM017
SME0357,Company 357 Ltd,Retail,West,100,Loyal Customers,150,11,63731.0,3,3,3,3.0,6,0.43,RM009
SME0358,Company 358 Ltd,Professional Services,East,25,Champions,30,23,877495.0,5,4,4,4.333333333333333,7,0.0,RM002
SME0359,Company 359 Ltd,Food & Beverage,Central,50,Lost,686,2,4499.0,1,1,1,1.0,2,0.71,RM015
SME0360,Company 360 Ltd,Professional Services,South,50,Loyal Customers,174,19,125276.0,3,4,3,3.3333333333333335,7,0.0,RM016
SME0361,Company 361 Ltd,Manufacturing,North,100,Lost,324,2,1548.0,1,1,1,1.0,2,0.71,RM004
SME0362,Company 362 Ltd,Professional Services,West,50,Champions,48,36,1586268.0,5,4,5,4.666666666666667,7,0.0,RM008
SME0363,Company 363 Ltd,Healthcare,West,50,Loyal Customers,136,10,142168.0,3,3,4,3.3333333333333335,7,0.0,RM009
SME0364,Company 364 Ltd,Healthcare,East,5,Lost,348,1,3088.0,1,1,1,1.0,1,0.86,RM005
SME0365,Company 365 Ltd,Food & Beverage,West,25,Lost,462,2,5848.0,1,1,2,1.3333333333333333,1,1.14,RM016
SME0366,Company 366 Ltd,Manufacturing,Central,10,Lost,342,4,8116.0,1,2,2,1.6666666666666667,3,0.95,RM013
SME0367,Company 367 Ltd,Food & Beverage,Central,50,Lost,235,7,45698.0,2,2,2,2.0,6,0.29,RM007
SME0368,Company 368 Ltd,Food & Beverage,East,25,At Risk,169,8,106793.0,3,2,3,2.6666666666666665,4,1.14,RM020
SME0369,Company 369 Ltd,Retail,Central,50,Loyal Customers,163,14,114398.0,3,3,3,3.0,7,0.0,RM017
SME0370,Company 370 Ltd,Retail,South,5,Champions,22,38,2058101.0,5,5,5,5.0,7,0.0,RM003
SME0371,Company 371 Ltd,Retail,East,5,Champions,45,40,1571630.0,5,5,4,4.666666666666667,7,0.0,RM005
SME0372,Company 372 Ltd,Retail,South,50,Lost,454,1,4161.0,1,1,1,1.0,1,0.86,RM019
SME0373,Company 373 Ltd,Retail,North,5,Loyal Customers,163,19,176087.0,3,4,4,3.6666666666666665,6,0.52,RM012
SME0374,Company 374 Ltd,Professional Services,South,5,At Risk,129,7,27380.0,3,2,2,2.3333333333333335,4,1.0,RM007
SME0375,Company 375 Ltd,Retail,North,5,Champions,31,44,2144469.0,5,5,5,5.0,7,0.0,RM009
SME0376,Company 376 Ltd,Manufacturing,North,200,Champions,49,21,850724.0,5,4,4,4.333333333333333,7,0.0,RM006
SME0377,Company 377 Ltd,Construction,South,50,Champions,49,55,866377.0,5,5,4,4.666666666666667,7,0.0,RM017
SME0378,Company 378 Ltd,Retail,East,25,Champions,25,30,1614787.0,5,4,5,4.666666666666667,7,0.0,RM016
SME0379,Company 379 Ltd,Construction,Central,10,Loyal Customers,72,10,108730.0,4,3,3,3.3333333333333335,5,0.95,RM003
SME0380,Company 380 Ltd,Manufacturing,Central,10,Champions,10,114,18087004.0,5,5,5,5.0,7,0.0,RM004
SME0381,Company 381 Ltd,Retail,North,50,Lost,319,1,892.0,2,1,1,1.3333333333333333,1,1.14,RM010
SME0382,Company 382 Ltd,Professional Services,North,50,Lost,501,1,2017.0,1,1,1,1.0,1,0.86,RM005
SME0383,Company 383 Ltd,Professional Services,East,10,Lost,536,2,4905.0,1,1,1,1.0,2,0.71,RM010
SME0384,Company 384 Ltd,Food & Beverage,West,10,New Customers,99,6,40970.0,4,2,2,2.6666666666666665,3,1.52,RM012
SME0385,Company 385 Ltd,Professional Services,South,5,Champions,53,19,178072.0,4,4,4,4.0,6,0.57,RM010
SME0386,Company 386 Ltd,Construction,North,50,Champions,38,32,1377990.0,5,4,4,4.333333333333333,7,0.0,RM013
SME0387,Company 387 Ltd,Manufacturing,Central,50,Loyal Customers,180,14,114959.0,3,3,3,3.0,7,0.0,RM011
SME0388,Company 388 Ltd,Retail,East,10,Hibernating,265,7,96804.0,2,2,3,2.3333333333333335,5,0.67,RM016
SME0389,Company 389 Ltd,Construction,South,5,Lost,475,1,2942.0,1,1,1,1.0,1,0.86,RM008
SME0390,Company 390 Ltd,Construction,East,5,Lost,335,2,1380.0,1,1,1,1.0,2,0.71,RM008
SME0391,Company 391 Ltd,Food & Beverage,South,200,Champions,25,23,1402480.0,5,4,4,4.333333333333333,6,0.62,RM008
SME0392,Company 392 Ltd,Healthcare,South,10,Lost,359,4,12927.0,1,2,2,1.6666666666666667,3,0.95,RM013
SME0393,Company 393 Ltd,Manufacturing,North,50,Lost,283,5,18844.0,2,2,2,2.0,4,0.86,RM002
SME0394,Company 394 Ltd,Construction,East,50,Champions,46,58,3084017.0,5,5,5,5.0,7,0.0,RM012
SME0395,Company 395 Ltd,Manufacturing,East,25,Champions,44,54,3687311.0,5,5,5,5.0,7,0.0,RM010
SME0396,Company 396 Ltd,Food & Beverage,Central,10,Lost,320,3,4167.0,2,1,1,1.3333333333333333,3,0.76,RM012
SME0397,Company 397 Ltd,Construction,Central,5,Lost,388,4,6330.0,1,2,2,1.6666666666666667,4,0.71,RM011
SME0398,Company 398 Ltd,Healthcare,North,50,Potential Loyalists,144,11,37713.0,3,3,2,2.6666666666666665,5,0.76,RM015
SME0399,Company 399 Ltd,Construction,North,50,Champions,53,53,3180088.0,4,5,5,4.666666666666667,7,0.0,RM016
SME0400,Company 400 Ltd,Construction,West,50,Champions,71,34,775897.0,4,4,4,4.0,7,0.0,RM017
SME0401,Company 401 Ltd,Retail,Central,25,Champions,27,31,1141497.0,5,4,4,4.333333333333333,6,0.62,RM002
SME0402,Company 402 Ltd,Food & Beverage,South,5,Champions,77,32,1132541.0,4,4,4,4.0,7,0.0,RM018
SME0403,Company 403 Ltd,Healthcare,East,200,Champions,34,54,1454960.0,5,5,4,4.666666666666667,7,0.0,RM012
SME0404,Company 404 Ltd,Construction,North,50,Lost,703,1,2406.0,1,1,1,1.0,1,0.86,RM019
SME0405,Company 405 Ltd,Manufacturing,East,10,Champions,57,44,2228119.0,4,5,5,4.666666666666667,7,0.0,RM018
SME0406,Company 406 Ltd,Food & Beverage,East,200,Champions,49,45,3743616.0,5,5,5,5.0,7,0.0,RM017
SME0407,Company 407 Ltd,Manufacturing,West,50,Lost,650,2,2854.0,1,1,1,1.0,2,0.71,RM006
SME0408,Company 408 Ltd,Retail,Central,25,Lost,435,3,2359.0,1,1,1,1.0,3,0.57,RM015
SME0409,Company 409 Ltd,Food & Beverage,North,50,Can't Lose Them,225,19,229715.0,2,4,4,3.3333333333333335,7,0.0,RM003
SME0410,Company 410 Ltd,Retail,East,100,Can't Lose Them,201,10,64212.0,2,3,3,2.6666666666666665,6,0.38,RM006
SME0411,Company 411 Ltd,Manufacturing,North,50,New Customers,112,8,58263.0,4,2,2,2.6666666666666665,5,0.76,RM003
SME0412,Company 412 Ltd,Food & Beverage,South,5,Champions,74,42,1265666.0,4,5,4,4.333333333333333,7,0.0,RM001
SME0413,Company 413 Ltd,Food & Beverage,West,10,Loyal Customers,114,11,70011.0,3,3,3,3.0,5,0.86,RM013
SME0414,Company 414 Ltd,Professional Services,South,200,Champions,27,37,2315696.0,5,5,5,5.0,7,0.0,RM014
SME0415,Company 415 Ltd,Professional Services,North,10,Lost,275,3,3668.0,2,1,1,1.3333333333333333,3,0.76,RM013
SME0416,Company 416 Ltd,Healthcare,North,25,Lost,237,2,1987.0,2,1,1,1.3333333333333333,2,0.95,RM004
SME0417,Company 417 Ltd,Manufacturing,Central,25,Champions,46,51,3505157.0,5,5,5,5.0,7,0.0,RM007
SME0418,Company 418 Ltd,Manufacturing,East,25,Lost,362,1,1171.0,1,1,1,1.0,1,0.86,RM010
SME0419,Company 419 Ltd,Professional Services,East,50,Lost,464,3,4078.0,1,1,1,1.0,3,0.57,RM007
SME0420,Company 420 Ltd,Construction,South,200,Lost,349,2,4481.0,1,1,1,1.0,1,0.86,RM015
SME0421,Company 421 Ltd,Construction,West,10,Lost,256,4,9383.0,2,2,2,2.0,3,1.14,RM015
SME0422,Company 422 Ltd,Construction,East,5,Champions,40,46,2706081.0,5,5,5,5.0,7,0.0,RM004
SME0423,Company 423 Ltd,Retail,Central,10,Lost,604,1,1075.0,1,1,1,1.0,1,0.86,RM006
SME0424,Company 424 Ltd,Healthcare,South,100,Champions,18,52,2428193.0,5,5,5,5.0,7,0.0,RM020
SME0425,Company 425 Ltd,Retail,South,50,Lost,238,7,44473.0,2,2,2,2.0,4,0.86,RM005
SME0426,Company 426 Ltd,Healthcare,Central,10,Loyal Customers,118,15,190012.0,3,3,4,3.3333333333333335,6,0.48,RM020
SME0427,Company 427 Ltd,Healthcare,West,100,Lost,185,5,39942.0,2,2,2,2.0,4,0.86,RM012
SME0428,Company 428 Ltd,Food & Beverage,Central,100,New Customers,87,7,68848.0,4,2,3,3.0,6,0.43,RM001
SME0429,Company 429 Ltd,Manufacturing,West,100,Lost,302,2,2924.0,2,1,1,1.3333333333333333,2,0.95,RM008
SME0430,Company 430 Ltd,Retail,Central,100,Loyal Customers,89,9,133873.0,4,3,3,3.3333333333333335,5,0.95,RM001
SME0431,Company 431 Ltd,Retail,Central,10,Lost,210,4,6578.0,2,2,2,2.0,3,1.14,RM005
SME0432,Company 432 Ltd,Construction,North,50,New Customers,94,8,34236.0,4,2,2,2.6666666666666665,5,0.76,RM006
SME0433,Company 433 Ltd,Professional Services,South,25,Lost,265,4,4747.0,2,2,1,1.6666666666666667,2,1.19,RM003
SME0434,Company 434 Ltd,Retail,Central,100,Champions,43,31,2199379.0,5,4,5,4.666666666666667,7,0.0,RM015
SME0435,Company 435 Ltd,Retail,Central,50,Loyal Customers,76,14,113277.0,4,3,3,3.3333333333333335,7,0.0,RM005
SME0436,Company 436 Ltd,Professional Services,East,50,Lost,433,2,2261.0,1,1,1,1.0,2,0.71,RM014
SME0437,Company 437 Ltd,Retail,South,50,Loyal Customers,111,9,102802.0,4,3,3,3.3333333333333335,5,0.95,RM018
SME0438,Company 438 Ltd,Construction,East,10,Lost,586,2,3194.0,1,1,1,1.0,1,0.86,RM016
SME0439,Company 439 Ltd,Professional Services,South,25,Champions,31,59,4548351.0,5,5,5,5.0,7,0.0,RM006
SME0440,Company 440 Ltd,Retail,East,500,Champions,87,25,960726.0,4,4,4,4.0,7,0.0,RM014
SME0441,Company 441 Ltd,Retail,Central,200,New Customers,70,5,22049.0,4,2,2,2.6666666666666665,3,1.52,RM008
SME0442,Company 442 Ltd,Food & Beverage,Central,5,Can't Lose Them,222,14,66472.0,2,3,3,2.6666666666666665,7,0.0,RM007
SME0443,Company 443 Ltd,Manufacturing,North,10,Lost,214,5,60410.0,2,2,2,2.0,3,1.14,RM008
SME0444,Company 444 Ltd,Manufacturing,East,5,Lost,369,3,3854.0,1,1,1,1.0,2,0.71,RM013
SME0445,Company 445 Ltd,Construction,West,50,New Customers,52,6,28280.0,5,2,2,3.0,3,1.71,RM006
